county,office,district,party,candidate,votes
Anderson,State House,33,Democratic,Jim Hackworth,1182
Anderson,State House,33,Republican,Alex Moseley,823
Anderson,State House,38,Democratic,Leslie Winningham,132
Anderson,State House,38,Republican,No Candidate Filed,0
Anderson,U.S. House,3,Democratic,Doug Vandagriff,1067
Anderson,U.S. House,3,Republican,Teresa Sheppard,150
Anderson,U.S. House,3,Republican,Zach Wamp,1021
Anderson,U.S. Senate,NA,Democratic,Gary G. Davis,204
Anderson,U.S. Senate,NA,Democratic,Kenneth Eaton,70
Anderson,U.S. Senate,NA,Democratic,Leonard D. Ladner,33
Anderson,U.S. Senate,NA,Democratic,Mark E. Clayton,151
Anderson,U.S. Senate,NA,Democratic,Robert D. Tuke,325
Anderson,U.S. Senate,NA,Democratic,Wm Mike Padgett,411
Anderson,U.S. Senate,NA,Republican,Lamar Alexander,1100
Bedford,State House,62,Democratic,Curt Cobb,867
Bedford,State House,62,Republican,Barbara Blanton,761
Bedford,State House,62,Republican,Chris T. Brown,87
Bedford,State House,62,Republican,"Frederick ""Danny"" Lowe, III",56
Bedford,State Senate,16,Democratic,Dee Butler,245
Bedford,State Senate,16,Democratic,Jean Anne Rogers,444
Bedford,State Senate,16,Republican,Jim Tracy,933
Bedford,U.S. House,6,Democratic,Bart Gordon,868
Bedford,U.S. House,6,Republican,Write-In - Steven L. Edmondson,41
Bedford,U.S. Senate,NA,Democratic,Gary G. Davis,122
Bedford,U.S. Senate,NA,Democratic,Kenneth Eaton,60
Bedford,U.S. Senate,NA,Democratic,Leonard D. Ladner,15
Bedford,U.S. Senate,NA,Democratic,Mark E. Clayton,236
Bedford,U.S. Senate,NA,Democratic,Robert D. Tuke,236
Bedford,U.S. Senate,NA,Democratic,Wm Mike Padgett,84
Bedford,U.S. Senate,NA,Republican,Lamar Alexander,839
Benton,State House,75,Democratic,Willie Butch Borchert,474
Benton,State House,75,Republican,Rubin Adams,18
Benton,State House,75,Republican,Timothy Wirgau,83
Benton,State House,75,Republican,Write-In - James Hart,0
Benton,State Senate,24,Democratic,Roy B. Herron,448
Benton,State Senate,24,Republican,No Candidate Filed,0
Benton,U.S. House,8,Democratic,John Tanner,464
Benton,U.S. House,8,Republican,Write-In - James Hart,4
Benton,U.S. Senate,NA,Democratic,Gary G. Davis,56
Benton,U.S. Senate,NA,Democratic,Kenneth Eaton,33
Benton,U.S. Senate,NA,Democratic,Leonard D. Ladner,15
Benton,U.S. Senate,NA,Democratic,Mark E. Clayton,84
Benton,U.S. Senate,NA,Democratic,Robert D. Tuke,122
Benton,U.S. Senate,NA,Democratic,Wm Mike Padgett,61
Benton,U.S. Senate,NA,Republican,Lamar Alexander,106
Bledsoe,State House,25,Democratic,No Candidate Filed,0
Bledsoe,State House,25,Republican,Eric H. Swafford,359
Bledsoe,State Senate,14,Democratic,Eric Stewart,343
Bledsoe,State Senate,14,Democratic,Jim Woodard,53
Bledsoe,State Senate,14,Democratic,Steve Roller,219
Bledsoe,State Senate,14,Republican,Charles Lynn Sebourn,204
Bledsoe,State Senate,14,Republican,James H. Threet,53
Bledsoe,State Senate,14,Republican,Mike Niederhauser,84
Bledsoe,U.S. House,4,Democratic,Bert Mason,43
Bledsoe,U.S. House,4,Democratic,Lincoln Davis,573
Bledsoe,U.S. House,4,Republican,Don Strong,88
Bledsoe,U.S. House,4,Republican,Kent Greenough,73
Bledsoe,U.S. House,4,Republican,Monty J. Lankford,208
Bledsoe,U.S. Senate,NA,Democratic,Gary G. Davis,194
Bledsoe,U.S. Senate,NA,Democratic,Kenneth Eaton,30
Bledsoe,U.S. Senate,NA,Democratic,Leonard D. Ladner,16
Bledsoe,U.S. Senate,NA,Democratic,Mark E. Clayton,80
Bledsoe,U.S. Senate,NA,Democratic,Robert D. Tuke,84
Bledsoe,U.S. Senate,NA,Democratic,Wm Mike Padgett,63
Bledsoe,U.S. Senate,NA,Republican,Lamar Alexander,401
Blount,State House,20,Democratic,No Candidate Filed,0
Blount,State House,20,Republican,Bob Ramsey,3170
Blount,State House,20,Republican,Jim Melton,1178
Blount,State House,20,Republican,Steve Hargis,1786
Blount,State House,20,Republican,Tona Monroe-Ball,1056
Blount,State House,8,Democratic,No Candidate Filed,0
Blount,State House,8,Republican,Joe McCord,4198
Blount,State Senate,8,Democratic,No Candidate Filed,0
Blount,State Senate,8,Republican,Doug Overbey,5724
Blount,State Senate,8,Republican,Jim Bishop,218
Blount,State Senate,8,Republican,Raymond Finney,6918
Blount,U.S. House,2,Democratic,Bob Scott,1291
Blount,U.S. House,2,Democratic,David Ryan Hancock,1027
Blount,U.S. House,2,Republican,"John J. Duncan, Jr.",11734
Blount,U.S. Senate,NA,Democratic,Gary G. Davis,506
Blount,U.S. Senate,NA,Democratic,Kenneth Eaton,164
Blount,U.S. Senate,NA,Democratic,Leonard D. Ladner,59
Blount,U.S. Senate,NA,Democratic,Mark E. Clayton,480
Blount,U.S. Senate,NA,Democratic,Robert D. Tuke,216
Blount,U.S. Senate,NA,Democratic,Wm Mike Padgett,1167
Blount,U.S. Senate,NA,Republican,Lamar Alexander,11163
Bradley,State House,22,Democratic,No Candidate Filed,0
Bradley,State House,22,Republican,Eric Watson,1863
Bradley,State House,24,Democratic,No Candidate Filed,0
Bradley,State House,24,Republican,Kevin D Brooks,4376
Bradley,U.S. House,3,Democratic,Doug Vandagriff,1385
Bradley,U.S. House,3,Republican,Teresa Sheppard,503
Bradley,U.S. House,3,Republican,Zach Wamp,6236
Bradley,U.S. Senate,NA,Democratic,Gary G. Davis,901
Bradley,U.S. Senate,NA,Democratic,Kenneth Eaton,60
Bradley,U.S. Senate,NA,Democratic,Leonard D. Ladner,22
Bradley,U.S. Senate,NA,Democratic,Mark E. Clayton,255
Bradley,U.S. Senate,NA,Democratic,Robert D. Tuke,288
Bradley,U.S. Senate,NA,Democratic,Wm Mike Padgett,206
Bradley,U.S. Senate,NA,Republican,Lamar Alexander,6384
Campbell,State House,36,Democratic,Marilyn L Toppins,915
Campbell,State House,36,Democratic,Roger Byrge,1856
Campbell,State House,36,Republican,Chad Faulkner,1160
Campbell,State House,36,Republican,Vic King,1356
Campbell,State Senate,12,Democratic,Becky Ruppe,1973
Campbell,State Senate,12,Republican,Ken Yager,1823
Campbell,U.S. House,4,Democratic,Bert Mason,228
Campbell,U.S. House,4,Democratic,Lincoln Davis,2481
Campbell,U.S. House,4,Republican,Don Strong,341
Campbell,U.S. House,4,Republican,Kent Greenough,326
Campbell,U.S. House,4,Republican,Monty J. Lankford,1339
Campbell,U.S. Senate,NA,Democratic,Gary G. Davis,715
Campbell,U.S. Senate,NA,Democratic,Kenneth Eaton,117
Campbell,U.S. Senate,NA,Democratic,Leonard D. Ladner,49
Campbell,U.S. Senate,NA,Democratic,Mark E. Clayton,344
Campbell,U.S. Senate,NA,Democratic,Robert D. Tuke,237
Campbell,U.S. Senate,NA,Democratic,Wm Mike Padgett,719
Campbell,U.S. Senate,NA,Republican,Lamar Alexander,2484
Cannon,State House,46,Democratic,Stratton Bone,544
Cannon,State House,46,Republican,Albert McCall,138
Cannon,U.S. House,6,Democratic,Bart Gordon,537
Cannon,U.S. House,6,Republican,Write-In - Steven L. Edmondson,16
Cannon,U.S. Senate,NA,Democratic,Gary G. Davis,63
Cannon,U.S. Senate,NA,Democratic,Kenneth Eaton,25
Cannon,U.S. Senate,NA,Democratic,Leonard D. Ladner,7
Cannon,U.S. Senate,NA,Democratic,Mark E. Clayton,145
Cannon,U.S. Senate,NA,Democratic,Robert D. Tuke,126
Cannon,U.S. Senate,NA,Democratic,Wm Mike Padgett,25
Cannon,U.S. Senate,NA,Republican,Lamar Alexander,182
Carroll,State House,76,Democratic,Mark L. Maddox,401
Carroll,State House,76,Republican,No Candidate Filed,0
Carroll,State House,79,Democratic,Jim Ryal,70
Carroll,State House,79,Republican,Curtis Halford,141
Carroll,State House,79,Republican,Mark Renfroe,53
Carroll,U.S. House,8,Democratic,John Tanner,517
Carroll,U.S. House,8,Republican,Write-In - James Hart,0
Carroll,U.S. Senate,NA,Democratic,Gary G. Davis,83
Carroll,U.S. Senate,NA,Democratic,Kenneth Eaton,27
Carroll,U.S. Senate,NA,Democratic,Leonard D. Ladner,12
Carroll,U.S. Senate,NA,Democratic,Mark E. Clayton,92
Carroll,U.S. Senate,NA,Democratic,Robert D. Tuke,97
Carroll,U.S. Senate,NA,Democratic,Wm Mike Padgett,61
Carroll,U.S. Senate,NA,Republican,Lamar Alexander,520
Carter,State House,4,Democratic,No Candidate Filed,0
Carter,State House,4,Republican,Jerome Cochran,2559
Carter,State House,4,Republican,Kent Williams,4804
Carter,U.S. House,1,Democratic,Michael Donihe,100
Carter,U.S. House,1,Democratic,Rob Russell,241
Carter,U.S. House,1,Republican,David Davis,3123
Carter,U.S. House,1,Republican,Mahmood (Michael) Sabri,39
Carter,U.S. House,1,Republican,Phil Roe,4213
Carter,U.S. Senate,NA,Democratic,Gary G. Davis,138
Carter,U.S. Senate,NA,Democratic,Kenneth Eaton,36
Carter,U.S. Senate,NA,Democratic,Leonard D. Ladner,19
Carter,U.S. Senate,NA,Democratic,Mark E. Clayton,84
Carter,U.S. Senate,NA,Democratic,Robert D. Tuke,43
Carter,U.S. Senate,NA,Democratic,Wm Mike Padgett,54
Carter,U.S. Senate,NA,Republican,Lamar Alexander,5604
Cheatham,State House,78,Democratic,David W. Davidson,1282
Cheatham,State House,78,Republican,Phillip Johnson,1036
Cheatham,State Senate,22,Democratic,Rosalind Kurita,1011
Cheatham,State Senate,22,Democratic,Tim Barnes,624
Cheatham,State Senate,22,Republican,No Candidate Filed,0
Cheatham,U.S. House,5,Democratic,Jim Cooper,955
Cheatham,U.S. House,5,Republican,Gerard Donovan,420
Cheatham,U.S. House,5,Republican,Vijay A. Kumar,104
Cheatham,U.S. House,7,Democratic,James Tomasik,84
Cheatham,U.S. House,7,Democratic,Randy G. Morris,265
Cheatham,U.S. House,7,Republican,Marsha Blackburn,383
Cheatham,U.S. House,7,Republican,Tom Leatherwood,39
Cheatham,U.S. Senate,NA,Democratic,Gary G. Davis,348
Cheatham,U.S. Senate,NA,Democratic,Kenneth Eaton,114
