county,office,district,party,candidate,votes
Anderson,Constitutional Amendment 1,NA,NA,No,8762
Anderson,Constitutional Amendment 1,NA,NA,Yes,13285
Anderson,Constitutional Amendment 2,NA,NA,No,7264
Anderson,Constitutional Amendment 2,NA,NA,Yes,11452
Anderson,Governor,NA,,Write-In,0
Anderson,Governor,NA,Democratic,"Bredesen, Phil",12526
Anderson,Governor,NA,Independent,"Gatchell, David",21
Anderson,Governor,NA,Independent,"Givens, Gabriel",14
Anderson,Governor,NA,Independent,"Herren, James E.",13
Anderson,Governor,NA,Independent,"Hooker, John Jay",41
Anderson,Governor,NA,Independent,"Ledford, Ray",18
Anderson,Governor,NA,Independent,"Leinoff, Marivuana Stout",7
Anderson,Governor,NA,Independent,"Marceaux I, Basil J.",3
Anderson,Governor,NA,Independent,"Sanders, Edwin C.",33
Anderson,Governor,NA,Independent,"Simmons, Ronny",5
Anderson,Governor,NA,Independent,"Waldron, Francis E.",6
Anderson,Governor,NA,Independent,"Watson, Robert O.",4
Anderson,Governor,NA,Independent,"Whitaker, Carl Two Feathers",138
Anderson,Governor,NA,Independent,"Wilhoit, Jr., Charles V.",15
Anderson,Governor,NA,Republican,"Hilleary, Van",10153
Anderson,State House,33,,Write-In,0
Anderson,State House,33,Democratic,"Hackworth, Jim",9525
Anderson,State House,33,Republican,"Mead, Steve",9379
Anderson,State House,38,,Write-In,2
Anderson,State House,38,Democratic,"Winningham, Leslie E.",2159
Anderson,State Senate,5,,Write-In,0
Anderson,State Senate,5,Democratic,"Farmer, Gary",7960
Anderson,State Senate,5,Republican,"McNally, Randy",13747
Anderson,U.S. House,3,,Write-In,0
Anderson,U.S. House,3,Democratic,"Wolfe, John",6849
Anderson,U.S. House,3,Independent,"Bolen, William C.",182
Anderson,U.S. House,3,Independent,"Sevier, Timothy A.",108
Anderson,U.S. House,3,Republican,"Wamp, Zach",14939
Anderson,U.S. Senate,NA,,Write-In,0
Anderson,U.S. Senate,NA,Democratic,"Clement, Bob",9957
Anderson,U.S. Senate,NA,Independent,"Baker, Wesley M.",105
Anderson,U.S. Senate,NA,Independent,"Davidson, Karl Stanley",26
Anderson,U.S. Senate,NA,Independent,"Gammon, Connie",74
Anderson,U.S. Senate,NA,Independent,"Hooker, John Jay",101
Anderson,U.S. Senate,NA,Independent,"Keplinger, H. Gary",15
Anderson,U.S. Senate,NA,Independent,"Marceaux I, Basil J.",21
Anderson,U.S. Senate,NA,Republican,"Alexander, Lamar",12700
Bedford,Constitutional Amendment 1,NA,NA,No,4319
Bedford,Constitutional Amendment 1,NA,NA,Yes,4912
Bedford,Constitutional Amendment 2,NA,NA,No,3795
Bedford,Constitutional Amendment 2,NA,NA,Yes,3622
Bedford,Governor,NA,,Write-In,5
Bedford,Governor,NA,Democratic,"Bredesen, Phil",5098
Bedford,Governor,NA,Independent,"Gatchell, David",14
Bedford,Governor,NA,Independent,"Givens, Gabriel",7
Bedford,Governor,NA,Independent,"Herren, James E.",5
Bedford,Governor,NA,Independent,"Hooker, John Jay",36
Bedford,Governor,NA,Independent,"Ledford, Ray",7
Bedford,Governor,NA,Independent,"Leinoff, Marivuana Stout",4
Bedford,Governor,NA,Independent,"Marceaux I, Basil J.",0
Bedford,Governor,NA,Independent,"Sanders, Edwin C.",45
Bedford,Governor,NA,Independent,"Simmons, Ronny",7
Bedford,Governor,NA,Independent,"Waldron, Francis E.",3
Bedford,Governor,NA,Independent,"Watson, Robert O.",1
Bedford,Governor,NA,Independent,"Whitaker, Carl Two Feathers",21
Bedford,Governor,NA,Independent,"Wilhoit, Jr., Charles V.",1
Bedford,Governor,NA,Republican,"Hilleary, Van",4860
Bedford,State House,62,,Write-In,6
Bedford,State House,62,Democratic,"Cobb, Curt",5079
Bedford,State House,62,Republican,"Tracy, Jim",4766
Bedford,U.S. House,6,,Write-In,6
Bedford,U.S. House,6,Democratic,"Gordon, Bart",6032
Bedford,U.S. House,6,Independent,"Lyons, J. Patrick",207
Bedford,U.S. House,6,Republican,"Garrison, Robert L.",2859
Bedford,U.S. Senate,NA,,Write-In,3
Bedford,U.S. Senate,NA,Democratic,"Clement, Bob",4918
Bedford,U.S. Senate,NA,Independent,"Baker, Wesley M.",56
Bedford,U.S. Senate,NA,Independent,"Davidson, Karl Stanley",11
Bedford,U.S. Senate,NA,Independent,"Gammon, Connie",17
Bedford,U.S. Senate,NA,Independent,"Hooker, John Jay",58
Bedford,U.S. Senate,NA,Independent,"Keplinger, H. Gary",6
Bedford,U.S. Senate,NA,Independent,"Marceaux I, Basil J.",9
Bedford,U.S. Senate,NA,Republican,"Alexander, Lamar",4898
Benton,Constitutional Amendment 1,NA,NA,No,2052
Benton,Constitutional Amendment 1,NA,NA,Yes,3012
Benton,Constitutional Amendment 2,NA,NA,No,2395
Benton,Constitutional Amendment 2,NA,NA,Yes,2265
Benton,Governor,NA,,Write-In,0
Benton,Governor,NA,Democratic,"Bredesen, Phil",3640
Benton,Governor,NA,Independent,"Gatchell, David",21
Benton,Governor,NA,Independent,"Givens, Gabriel",7
Benton,Governor,NA,Independent,"Herren, James E.",13
Benton,Governor,NA,Independent,"Hooker, John Jay",24
Benton,Governor,NA,Independent,"Ledford, Ray",3
Benton,Governor,NA,Independent,"Leinoff, Marivuana Stout",0
Benton,Governor,NA,Independent,"Marceaux I, Basil J.",1
Benton,Governor,NA,Independent,"Sanders, Edwin C.",8
Benton,Governor,NA,Independent,"Simmons, Ronny",4
Benton,Governor,NA,Independent,"Waldron, Francis E.",4
Benton,Governor,NA,Independent,"Watson, Robert O.",5
Benton,Governor,NA,Independent,"Whitaker, Carl Two Feathers",32
Benton,Governor,NA,Independent,"Wilhoit, Jr., Charles V.",2
Benton,Governor,NA,Republican,"Hilleary, Van",1863
Benton,State House,75,,Write-In,0
Benton,State House,75,Democratic,"Borchert, Willie Butch",4312
Benton,State House,75,Independent,"Cooper, Jr., Charles ""Chuck""",1039
Benton,U.S. House,8,,Write-In,0
Benton,U.S. House,8,Democratic,"Tanner, John",4296
Benton,U.S. House,8,Independent,"Hart, James L.",153
Benton,U.S. House,8,Republican,"McClain, Mat",913
Benton,U.S. Senate,NA,,Write-In,0
Benton,U.S. Senate,NA,Democratic,"Clement, Bob",3530
Benton,U.S. Senate,NA,Independent,"Baker, Wesley M.",23
Benton,U.S. Senate,NA,Independent,"Davidson, Karl Stanley",10
Benton,U.S. Senate,NA,Independent,"Gammon, Connie",35
Benton,U.S. Senate,NA,Independent,"Hooker, John Jay",27
Benton,U.S. Senate,NA,Independent,"Keplinger, H. Gary",4
Benton,U.S. Senate,NA,Independent,"Marceaux I, Basil J.",5
Benton,U.S. Senate,NA,Republican,"Alexander, Lamar",2030
Bledsoe,Constitutional Amendment 1,NA,NA,No,1377
Bledsoe,Constitutional Amendment 1,NA,NA,Yes,1835
Bledsoe,Constitutional Amendment 2,NA,NA,No,1246
Bledsoe,Constitutional Amendment 2,NA,NA,Yes,976
Bledsoe,Governor,NA,,Write-In,0
Bledsoe,Governor,NA,Democratic,"Bredesen, Phil",1722
Bledsoe,Governor,NA,Independent,"Gatchell, David",13
Bledsoe,Governor,NA,Independent,"Givens, Gabriel",3
Bledsoe,Governor,NA,Independent,"Herren, James E.",1
Bledsoe,Governor,NA,Independent,"Hooker, John Jay",8
Bledsoe,Governor,NA,Independent,"Ledford, Ray",2
